,id,name,id_parent,url_id,updated,full_name
0,0,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ",-1,193747,12.09.2024 12:47:33,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ"
1,1,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА",-1,348451,12.09.2024 12:47:32,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА"
2,2,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ,-1,61928,12.09.2024 12:47:32,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ
3,3,САДОВО-ОГОРОДНЫЙ ИНВЕНТАРЬ,-1,61930,12.09.2024 12:47:32,САДОВО-ОГОРОДНЫЙ ИНВЕНТАРЬ
4,4,"ЛАКИ, КРАСКИ, КЛЕИ, ГЕРМЕТИКИ, РАСТВОРИТЕЛИ",-1,61926,12.09.2024 12:47:33,"ЛАКИ, КРАСКИ, КЛЕИ, ГЕРМЕТИКИ, РАСТВОРИТЕЛИ"
5,5,"АУДИО-ВИДЕО ТЕХНИКА, ТВ, НОУТБУКИ",-1,252377,12.09.2024 12:47:33,"АУДИО-ВИДЕО ТЕХНИКА, ТВ, НОУТБУКИ"
6,6,БЫТОВАЯ ТЕХНИКА,-1,86326,12.09.2024 12:47:33,БЫТОВАЯ ТЕХНИКА
7,7,"ЭЛ.ИНСТРУМЕНТЫ, БЕНЗОИНСТРУМЕНТЫ",-1,83214,12.09.2024 12:47:33,"ЭЛ.ИНСТРУМЕНТЫ, БЕНЗОИНСТРУМЕНТЫ"
8,8,"ЭЛ.УСТАНОВОЧНЫЕ ЭЛЕМЕНТЫ, СВЕТОТЕХНИКА",-1,91328,12.09.2024 12:47:33,"ЭЛ.УСТАНОВОЧНЫЕ ЭЛЕМЕНТЫ, СВЕТОТЕХНИКА"
9,9,БЫТОВОЕ ГАЗОВОЕ ОБОРУДОВАНИЕ,-1,83158,12.09.2024 12:47:33,БЫТОВОЕ ГАЗОВОЕ ОБОРУДОВАНИЕ
10,10,ПОСУДА,-1,83773,12.09.2024 12:47:33,ПОСУДА
11,11,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,-1,82707,12.09.2024 12:47:33,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ
12,12,"ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ, ТОВАРЫ ДЛЯ ДОМА",-1,83545,12.09.2024 12:47:33,"ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ, ТОВАРЫ ДЛЯ ДОМА"
13,13,ШВЕЙНЫЕ ИЗДЕЛИЯ,-1,94978,12.09.2024 12:47:33,ШВЕЙНЫЕ ИЗДЕЛИЯ
14,14,ОТДЕЛОЧНЫЕ МАТЕРИАЛЫ,-1,61927,12.09.2024 12:47:33,ОТДЕЛОЧНЫЕ МАТЕРИАЛЫ
15,15,МЕТАЛЛИЧЕСКИЕ И МЕЖКОМНАТНЫЕ ДВЕРИ,-1,49254,12.09.2024 12:47:33,МЕТАЛЛИЧЕСКИЕ И МЕЖКОМНАТНЫЕ ДВЕРИ
16,16,ПОГОНАЖНЫЕ ИЗДЕЛИЯ ИЗ ДЕРЕВА,-1,76726,12.09.2024 12:47:33,ПОГОНАЖНЫЕ ИЗДЕЛИЯ ИЗ ДЕРЕВА
17,17,ЭЛЕКТРИЧЕСКИЕ ТЕПЛЫЕ ПОЛЫ,-1,69787,12.09.2024 12:47:33,ЭЛЕКТРИЧЕСКИЕ ТЕПЛЫЕ ПОЛЫ
18,18,САНТЕХНИКА,-1,61929,12.09.2024 12:47:33,САНТЕХНИКА
19,19,"ЗАМКИ, ПЕТЛИ, СКОБЯНЫЕ ИЗДЕЛИЯ",-1,38502,12.09.2024 12:47:33,"ЗАМКИ, ПЕТЛИ, СКОБЯНЫЕ ИЗДЕЛИЯ"
20,20,РУЧНОЙ ИНСТРУМЕНТ,-1,61931,12.09.2024 12:47:33,РУЧНОЙ ИНСТРУМЕНТ
21,21,"КОВРЫ, ПАЛАСЫ, ПРИДВЕРНЫЕ КОВРИКИ",-1,17883,12.09.2024 12:47:33,"КОВРЫ, ПАЛАСЫ, ПРИДВЕРНЫЕ КОВРИКИ"
22,22,ВЕШАЛКИ,-1,105635,12.09.2024 12:47:33,ВЕШАЛКИ
23,23,"ОБОГРЕВАТЕЛИ, УВЛАЖНИТЕЛИ, РЕЦИРКУЛЯТОРЫ",-1,214517,12.09.2024 12:47:32,"ОБОГРЕВАТЕЛИ, УВЛАЖНИТЕЛИ, РЕЦИРКУЛЯТОРЫ"
24,24,"ВЕНТИЛЯТОРЫ ""BALLU, ZANUSSI""",0,252495,14.07.2024 08:38:23,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | ВЕНТИЛЯТОРЫ ""BALLU, ZANUSSI"""
25,25,"ВЕНТИЛЯТОРЫ ""DELTA""",0,90028,14.07.2024 08:38:23,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | ВЕНТИЛЯТОРЫ ""DELTA"""
26,26,"ВЕНТИЛЯТОРЫ ""MYSTERY""",0,208030,14.07.2024 08:38:23,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | ВЕНТИЛЯТОРЫ ""MYSTERY"""
27,27,"ВЕНТИЛЯТОРЫ ""POLARIS""",0,141223,14.07.2024 08:38:23,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | ВЕНТИЛЯТОРЫ ""POLARIS"""
28,28,"ВЕНТИЛЯТОРЫ ""SCARLETT""",0,113143,07.07.2024 10:09:45,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | ВЕНТИЛЯТОРЫ ""SCARLETT"""
29,29,"ВЕНТИЛЯТОРЫ ""ЛИРА""",0,329315,14.07.2024 08:38:23,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | ВЕНТИЛЯТОРЫ ""ЛИРА"""
30,30,"ВЕНТИЛЯТОРЫ ""ОАЗИС""",0,433252,26.06.2024 10:35:17,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | ВЕНТИЛЯТОРЫ ""ОАЗИС"""
31,31,"ВЕНТИЛЯТОРЫ ""СЕНТЕК""",0,372135,14.07.2024 08:38:24,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | ВЕНТИЛЯТОРЫ ""СЕНТЕК"""
32,32,"КОНДИЦИОНЕРЫ ""BALLU""",0,168441,14.07.2024 08:38:24,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | КОНДИЦИОНЕРЫ ""BALLU"""
33,33,"КОНДИЦИОНЕРЫ ""DIACOND""",0,514326,26.06.2024 10:35:17,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | КОНДИЦИОНЕРЫ ""DIACOND"""
34,34,"КОНДИЦИОНЕРЫ ""ElectroLUX""",0,168442,14.07.2024 08:38:24,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | КОНДИЦИОНЕРЫ ""ElectroLUX"""
35,35,"КОНДИЦИОНЕРЫ ""БИРЮСА""",0,514449,14.07.2024 08:38:24,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | КОНДИЦИОНЕРЫ ""БИРЮСА"""
36,36,"КОНДИЦИОНЕРЫ ""ОАЗИС""",0,129885,07.07.2024 10:09:45,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | КОНДИЦИОНЕРЫ ""ОАЗИС"""
37,37,"КОНДИЦИОНЕРЫ ""СЕНТЕК""",0,403576,14.07.2024 08:38:24,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | КОНДИЦИОНЕРЫ ""СЕНТЕК"""
38,38,РАСХОДНЫЕ МАТЕРИАЛЫ,32,323368,14.07.2024 08:38:37,"ВЕНТИЛЯТОРЫ, КОНДИЦИОНЕРЫ | КОНДИЦИОНЕРЫ ""BALLU"" | РАСХОДНЫЕ МАТЕРИАЛЫ"
39,39,01. КУХНИ,1,471463,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 01. КУХНИ"
40,40,"02. СТОЛЫ, СТУЛЬЯ ""ИГНИ"" г.Пенза",1,357669,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 02. СТОЛЫ, СТУЛЬЯ ""ИГНИ"" г.Пенза"
41,41,"03. СТОЛЫ, СТУЛЬЯ г.Казань",1,205098,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 03. СТОЛЫ, СТУЛЬЯ г.Казань"
42,42,"04. СТОЛЫ, СТУЛЬЯ ""ТДК"" г.Зеленодольск",1,505164,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 04. СТОЛЫ, СТУЛЬЯ ""ТДК"" г.Зеленодольск"
43,43,"05. СТУЛЬЯ ""ТАЛМЕР"" г. Пенза",1,423301,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 05. СТУЛЬЯ ""ТАЛМЕР"" г. Пенза"
44,44,"06. СТОЛЫ ""PLAZWOOD"" г.Пенза",1,516544,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 06. СТОЛЫ ""PLAZWOOD"" г.Пенза"
45,45,"07. СТОЛЫ, СТУЛЬЯ, БАНКЕТКИ ""SHEFFILTON"" г.Калуга",1,456848,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 07. СТОЛЫ, СТУЛЬЯ, БАНКЕТКИ ""SHEFFILTON"" г.Калуга"
46,46,"08. ОФИСНЫЕ КРЕСЛА ""CHAIRMAN"" г.Москва",1,503471,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 08. ОФИСНЫЕ КРЕСЛА ""CHAIRMAN"" г.Москва"
47,47,"09. ТАБУРЕТЫ ""НИКА"" г. Ижевск",1,216268,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 09. ТАБУРЕТЫ ""НИКА"" г. Ижевск"
48,48,"10. БАНКЕТКИ, ЭТАЖЕРКИ, СТОЛЫ ""НИКА"" г. Ижевск",1,282744,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 10. БАНКЕТКИ, ЭТАЖЕРКИ, СТОЛЫ ""НИКА"" г. Ижевск"
49,49,"11. БАНКЕТКИ, ЭТАЖЕРКИ ""ЗАВОД ИСТОК"" г.Екатеринбург",1,414523,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 11. БАНКЕТКИ, ЭТАЖЕРКИ ""ЗАВОД ИСТОК"" г.Екатеринбург"
50,50,"12. КОМПЛЕКТЫ ДЕТСКИЕ И МОЛЬБЕРТЫ ""НИКА"" г. Ижевск",1,216092,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 12. КОМПЛЕКТЫ ДЕТСКИЕ И МОЛЬБЕРТЫ ""НИКА"" г. Ижевск"
51,51,"13. ПОЛКИ, СТЕЛЛАЖИ, СТОЛЫ ""МИКОН"" г.Пенза",1,374489,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 13. ПОЛКИ, СТЕЛЛАЖИ, СТОЛЫ ""МИКОН"" г.Пенза"
52,52,"14. ПОЛКИ, ВЕШАЛКИ г.Кузнецк",1,119034,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 14. ПОЛКИ, ВЕШАЛКИ г.Кузнецк"
53,53,"16. РАСКЛАДУШКИ ""ОЛЬСА"" г. Могилев",1,204683,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 16. РАСКЛАДУШКИ ""ОЛЬСА"" г. Могилев"
54,54,17. РАСКЛАДУШКИ г.Ярославль,1,115652,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 17. РАСКЛАДУШКИ г.Ярославль"
55,55,18. МАТРАЦЫ г. Пенза,1,106778,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 18. МАТРАЦЫ г. Пенза"
56,56,19. ЛИКВИДАЦИЯ,1,457960,14.07.2024 08:38:49,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 19. ЛИКВИДАЦИЯ"
57,57,"РАСПРОДАЖА (ЕДИНИЧНЫЕ ОСТАТКИ, СКИДКА 40%)",43,510504,14.07.2024 08:39:05,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 05. СТУЛЬЯ ""ТАЛМЕР"" г. Пенза | РАСПРОДАЖА (ЕДИНИЧНЫЕ ОСТАТКИ, СКИДКА 40%)"
58,58,"15. ПОЛКИ ""QWERTY"" г.Москва",56,455042,14.07.2024 08:39:40,"МЕБЕЛЬ, ТОВАРЫ ДЛЯ ОТДЫХА | 19. ЛИКВИДАЦИЯ | 15. ПОЛКИ ""QWERTY"" г.Москва"
59,59,OSB ФАНЕРА ДВП ДСП ЦСП,2,5332,14.07.2024 08:39:46,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | OSB ФАНЕРА ДВП ДСП ЦСП
60,60,"АВТОКЛАВНЫЙ ГАЗОБЕТОН, КИРПИЧ",2,378610,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | АВТОКЛАВНЫЙ ГАЗОБЕТОН, КИРПИЧ"
61,61,"АРМАТУРА МЕТАЛЛИЧЕСКАЯ, ФИКСАТОРЫ АРМАТУРЫ",2,347584,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | АРМАТУРА МЕТАЛЛИЧЕСКАЯ, ФИКСАТОРЫ АРМАТУРЫ"
62,62,АРМАТУРА СТЕКЛОПЛАСТИКОВАЯ,2,64822,14.07.2024 08:39:46,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | АРМАТУРА СТЕКЛОПЛАСТИКОВАЯ
63,63,ВОДОСТОЧНЫЕ СИСТЕМЫ,2,216919,14.07.2024 08:39:46,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ВОДОСТОЧНЫЕ СИСТЕМЫ
64,64,"ГВОЗДИ СТРОИТЕЛЬНЫЕ, ШИФЕРНЫЕ",2,1045,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ГВОЗДИ СТРОИТЕЛЬНЫЕ, ШИФЕРНЫЕ"
65,65,ГИБКАЯ ЧЕРЕПИЦА SHINGLAS,2,3700,14.07.2024 08:39:46,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ГИБКАЯ ЧЕРЕПИЦА SHINGLAS
66,66,ДРЕНАЖНЫЕ СИСТЕМЫ,2,72206,14.07.2024 08:39:46,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ДРЕНАЖНЫЕ СИСТЕМЫ
67,67,ЗАБОР ИЗ 3D ПАНЕЛЕЙ,2,333447,14.07.2024 08:39:46,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ЗАБОР ИЗ 3D ПАНЕЛЕЙ
68,68,"КРЕПЕЖ ПЕРФОРИРОВАННЫЙ, УГОЛКИ, ЛЕНТЫ, ОПОРЫ БРУСА",2,189714,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | КРЕПЕЖ ПЕРФОРИРОВАННЫЙ, УГОЛКИ, ЛЕНТЫ, ОПОРЫ БРУСА"
69,69,"КРОВЕЛЬНЫЕ И ГИДРОИЗОЛЯЦИОННЫЕ МАТЕРИАЛЫ, ГОРЕЛКИ КРОВЕЛЬНЫЕ",2,8673,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | КРОВЕЛЬНЫЕ И ГИДРОИЗОЛЯЦИОННЫЕ МАТЕРИАЛЫ, ГОРЕЛКИ КРОВЕЛЬНЫЕ"
70,70,"ЛИСТ ОЦИНКОВАННЫЙ КРОВЕЛЬНЫЙ, С ПОЛИМЕРНЫМ ПОКРЫТИЕМ",2,5380,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ЛИСТ ОЦИНКОВАННЫЙ КРОВЕЛЬНЫЙ, С ПОЛИМЕРНЫМ ПОКРЫТИЕМ"
71,71,ЛЮКИ ПОЛИМЕРНО-ПЕСЧАННЫЕ,2,11917,14.07.2024 08:39:46,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ЛЮКИ ПОЛИМЕРНО-ПЕСЧАННЫЕ
72,72,ОНДУЛИН КРОВЕЛЬНАЯ СИСТЕМА,2,5389,14.07.2024 08:39:46,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ОНДУЛИН КРОВЕЛЬНАЯ СИСТЕМА
73,73,"ПАРОИЗОЛЯЦИЯ, ФОЛЬГА ДЛЯ БАНИ",2,346880,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ПАРОИЗОЛЯЦИЯ, ФОЛЬГА ДЛЯ БАНИ"
74,74,"ПЛИТКА ТРОТУАРНАЯ, БОРДЮРЫ, БРУСЧАТКА",2,5440,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ПЛИТКА ТРОТУАРНАЯ, БОРДЮРЫ, БРУСЧАТКА"
75,75,"ПРОФНАСТИЛ, ШТАКЕТНИК, СНЕГОЗАДЕРЖАТЕЛИ, КОМПЛЕКТУЮЩИЕ ДЛЯ КРОВЛИ И ФАСАДОВ",2,49253,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ПРОФНАСТИЛ, ШТАКЕТНИК, СНЕГОЗАДЕРЖАТЕЛИ, КОМПЛЕКТУЮЩИЕ ДЛЯ КРОВЛИ И ФАСАДОВ"
76,76,"САМОРЕЗЫ, ДЮБЕЛИ, ШУРУПЫ, ТАКЕЛАЖ, БОЛТЫ, ЗАКЛЕПКИ",2,43156,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | САМОРЕЗЫ, ДЮБЕЛИ, ШУРУПЫ, ТАКЕЛАЖ, БОЛТЫ, ЗАКЛЕПКИ"
77,77,"СЕТКА АРМАТУРНАЯ СВАРНАЯ, ШТУКАТУРНАЯ, ПРОВОЛОКА ВЯЗАЛЬНАЯ",2,10891,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | СЕТКА АРМАТУРНАЯ СВАРНАЯ, ШТУКАТУРНАЯ, ПРОВОЛОКА ВЯЗАЛЬНАЯ"
78,78,СЕТКА РАБИЦА,2,2538,14.07.2024 08:39:46,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | СЕТКА РАБИЦА
79,79,СКОБЫ ДЛЯ СТРОИТЕЛЬНЫХ РАБОТ г.Павлово,2,42757,14.07.2024 08:39:46,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | СКОБЫ ДЛЯ СТРОИТЕЛЬНЫХ РАБОТ г.Павлово
80,80,"СМЕСИ СТРОИТЕЛЬНЫЕ, ЦЕМЕНТ, КЛЕЙ ПЛИТОЧНЫЙ, ЗАТИРКИ",2,8769,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | СМЕСИ СТРОИТЕЛЬНЫЕ, ЦЕМЕНТ, КЛЕЙ ПЛИТОЧНЫЙ, ЗАТИРКИ"
81,81,СОТОВЫЙ ПОЛИКАРБОНАТ,2,48775,14.07.2024 08:39:46,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | СОТОВЫЙ ПОЛИКАРБОНАТ
82,82,СОФИТЫ ДЛЯ ПОДШИВКИ КРОВЛИ,2,346884,14.07.2024 08:39:46,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | СОФИТЫ ДЛЯ ПОДШИВКИ КРОВЛИ
83,83,ТЕРРАСНАЯ ДОСКА,2,346885,14.07.2024 08:39:46,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ТЕРРАСНАЯ ДОСКА
84,84,"ТРУБА ПРОФИЛЬНАЯ, УГОЛОК, ТРУБА ВГП, ЗАГЛУШКИ ДЛЯ ТРУБ",2,12169,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ТРУБА ПРОФИЛЬНАЯ, УГОЛОК, ТРУБА ВГП, ЗАГЛУШКИ ДЛЯ ТРУБ"
85,85,"УТЕПЛИТЕЛЬ БАЗАЛЬТ, ЛЬНОВОЛОКНО, УРСА, ТЕХНОНИКОЛЬ, ПЕНОПОЛИСТИРОЛ, ПЕНОПЛАСТ, ДЮБЕЛИ ДЛЯ ТЕПЛОИЗОЛ",2,9007,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | УТЕПЛИТЕЛЬ БАЗАЛЬТ, ЛЬНОВОЛОКНО, УРСА, ТЕХНОНИКОЛЬ, ПЕНОПОЛИСТИРОЛ, ПЕНОПЛАСТ, ДЮБЕЛИ ДЛЯ ТЕПЛОИЗОЛ"
86,86,ФОЛЬГОИЗОЛОН,2,346881,14.07.2024 08:39:46,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ФОЛЬГОИЗОЛОН
87,87,"ШИФЕР, АСБЕСТОВЫЕ ТРУБЫ",2,9528,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ШИФЕР, АСБЕСТОВЫЕ ТРУБЫ"
88,88,"ЭЛЕКТРОДЫ, ПРОВОЛОКА СВАРОЧНАЯ",2,9569,14.07.2024 08:39:46,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ЭЛЕКТРОДЫ, ПРОВОЛОКА СВАРОЧНАЯ"
89,89,01.OSB,59,5333,14.07.2024 08:39:48,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | OSB ФАНЕРА ДВП ДСП ЦСП | 01.OSB
90,90,02.ФАНЕРА,59,9480,14.07.2024 08:39:48,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | OSB ФАНЕРА ДВП ДСП ЦСП | 02.ФАНЕРА
91,91,03.ДВП,59,5343,14.07.2024 08:39:48,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | OSB ФАНЕРА ДВП ДСП ЦСП | 03.ДВП
92,92,04.ЦСП,59,9524,14.07.2024 08:39:48,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | OSB ФАНЕРА ДВП ДСП ЦСП | 04.ЦСП
93,93,05.ДСП,59,5372,14.07.2024 08:39:48,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | OSB ФАНЕРА ДВП ДСП ЦСП | 05.ДСП
94,94,Кирпич,60,456285,14.07.2024 08:39:50,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | АВТОКЛАВНЫЙ ГАЗОБЕТОН, КИРПИЧ | Кирпич"
95,95,Пеноблок ГРАС,60,456283,23.06.2024 19:46:25,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | АВТОКЛАВНЫЙ ГАЗОБЕТОН, КИРПИЧ | Пеноблок ГРАС"
96,96,Пеноблок СТЭНБЛОК,60,456284,14.07.2024 08:39:50,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | АВТОКЛАВНЫЙ ГАЗОБЕТОН, КИРПИЧ | Пеноблок СТЭНБЛОК"
97,97,ФИКСАТОРЫ АРМАТУРЫ,61,427893,14.07.2024 08:39:52,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | АРМАТУРА МЕТАЛЛИЧЕСКАЯ, ФИКСАТОРЫ АРМАТУРЫ | ФИКСАТОРЫ АРМАТУРЫ"
98,98,АРМАТУРА СТЕКЛОПЛАСТИКОВАЯ ПКМ,62,446962,14.07.2024 08:39:54,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | АРМАТУРА СТЕКЛОПЛАСТИКОВАЯ | АРМАТУРА СТЕКЛОПЛАСТИКОВАЯ ПКМ
99,99,АРМАТУРА СТЕКЛОПЛАСТИКОВАЯ ССК г.ПЕНЗА,62,437740,14.07.2024 08:39:54,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | АРМАТУРА СТЕКЛОПЛАСТИКОВАЯ | АРМАТУРА СТЕКЛОПЛАСТИКОВАЯ ССК г.ПЕНЗА
100,100,АРМАТУРА СТЕКЛОПЛАСТИКОВАЯ г.Казань,62,333002,14.07.2024 08:39:54,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | АРМАТУРА СТЕКЛОПЛАСТИКОВАЯ | АРМАТУРА СТЕКЛОПЛАСТИКОВАЯ г.Казань
101,101,"ВОДОСТОЧНАЯ СИСТЕМА ""АЛЬТА-ПРОФИЛЬ"" г.Москва",63,467579,14.07.2024 08:39:56,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ВОДОСТОЧНЫЕ СИСТЕМЫ | ВОДОСТОЧНАЯ СИСТЕМА ""АЛЬТА-ПРОФИЛЬ"" г.Москва"
102,102,ВОДОСТОЧНАЯ СИСТЕМА ТЕХНОНИКОЛЬ,63,467347,14.07.2024 08:39:56,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ВОДОСТОЧНЫЕ СИСТЕМЫ | ВОДОСТОЧНАЯ СИСТЕМА ТЕХНОНИКОЛЬ
103,103,ГВОЗДИ РАЗНЫЕ,64,416791,14.07.2024 08:39:58,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ГВОЗДИ СТРОИТЕЛЬНЫЕ, ШИФЕРНЫЕ | ГВОЗДИ РАЗНЫЕ"
104,104,ГВОЗДИ СТРОИТЕЛЬНЫЕ г.Пенза,64,1116,14.07.2024 08:39:58,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ГВОЗДИ СТРОИТЕЛЬНЫЕ, ШИФЕРНЫЕ | ГВОЗДИ СТРОИТЕЛЬНЫЕ г.Пенза"
105,105,ГВОЗДИ г.Ревда,64,1064,14.07.2024 08:39:58,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ГВОЗДИ СТРОИТЕЛЬНЫЕ, ШИФЕРНЫЕ | ГВОЗДИ г.Ревда"
106,106,ГВОЗДЬ ШИФЕРНЫЙ,64,1150,14.07.2024 08:39:58,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ГВОЗДИ СТРОИТЕЛЬНЫЕ, ШИФЕРНЫЕ | ГВОЗДЬ ШИФЕРНЫЙ"
107,107,HAUBERK Фасадная плитка,65,367524,14.07.2024 08:40:00,СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ГИБКАЯ ЧЕРЕПИЦА SHINGLAS | HAUBERK Фасадная плитка
108,108,"ДРЕНАЖНАЯ СИСТЕМА ""ECOTECK""",66,486967,14.07.2024 08:40:02,"СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ | ДРЕНАЖНЫЕ СИСТЕМЫ | ДРЕНАЖНАЯ СИСТЕМА ""ECOTECK"""
