articul§name§unit§per_pack§price§amount§error
РСВ-304863§Штукатурка Старатели Профи гипсовая 30 кг (1поддон-49шт)§шт§49.0§316.0§393.0§
РСВ-449882§Штукатурка Старатели Старт гипсовая 30 кг (1поддон-49шт)§шт§49.0§279.0§119.0§
